Date,Open,High,Low,Close,Adj Close,Volume
2024-01-03 09:30:00,183.4006233215332,184.7756265004476,182.4206225077311,183.32375144958496,182.84212176005045,63785602.083333336
2024-01-03 09:31:00,183.39918581644693,184.7736889945136,182.4188516828749,183.3221264521281,182.84050104353162,63795025.06944445
2024-01-03 09:32:00,183.3977483113607,184.77175148857964,182.41708085801866,183.32050145467122,182.83888032701282,63804448.05555555
2024-01-03 09:33:00,183.3963108062744,184.76981398264567,182.41531003316243,183.31887645721434,182.837259610494,63813871.041666664
2024-01-03 09:34:00,183.39487330118814,184.7678764767117,182.41353920830622,183.3172514597575,182.83563889397516,63823294.027777776
2024-01-03 09:35:00,183.3934357961019,184.7659389707777,182.41176838344998,183.31562646230063,182.83401817745633,63832717.01388889
2024-01-03 09:36:00,183.39199829101562,184.76400146484374,182.40999755859374,183.31400146484376,182.8323974609375,63842140.0
2024-01-03 09:37:00,183.39056078592935,184.76206395890978,182.40822673373754,183.31237646738688,182.83077674441867,63851562.98611111
2024-01-03 09:38:00,183.3891232808431,184.7601264529758,182.4064559088813,183.31075146993,182.82915602789984,63860985.972222224
2024-01-03 09:39:00,183.38768577575684,184.75818894704182,182.40468508402506,183.30912647247314,182.827535311381,63870408.958333336
2024-01-03 09:40:00,183.38624827067056,184.75625144110785,182.40291425916882,183.30750147501627,182.82591459486218,63879831.94444445
2024-01-03 09:41:00,183.38481076558432,184.75431393517388,182.40114343431262,183.3058764775594,182.82429387834338,63889254.93055555
2024-01-03 09:42:00,183.38337326049805,184.75237642923992,182.39937260945638,183.30425148010255,182.82267316182455,63898677.916666664
2024-01-03 09:43:00,183.38193575541177,184.75043892330592,182.39760178460014,183.30262648264568,182.82105244530572,63908100.902777776
2024-01-03 09:44:00,183.38049825032553,184.74850141737195,182.39583095974393,183.3010014851888,182.8194317287869,63917523.88888889
2024-01-03 09:45:00,183.37906074523926,184.746563911438,182.3940601348877,183.29937648773193,182.81781101226807,63926946.875
2024-01-03 09:46:00,183.37762324015299,184.74462640550402,182.39228931003146,183.29775149027506,182.81619029574924,63936369.86111111
2024-01-03 09:47:00,183.37618573506674,184.74268889957006,182.39051848517525,183.2961264928182,182.8145695792304,63945792.847222224
2024-01-03 09:48:00,183.37474822998047,184.74075139363606,182.388747660319,183.29450149536132,182.81294886271158,63955215.833333336
2024-01-03 09:49:00,183.3733107248942,184.7388138877021,182.38697683546278,183.29287649790447,182.81132814619275,63964638.81944445
2024-01-03 09:50:00,183.37187321980795,184.73687638176813,182.38520601060657,183.2912515004476,182.80970742967395,63974061.80555555
2024-01-03 09:51:00,183.37043571472168,184.73493887583416,182.38343518575033,183.28962650299073,182.80808671315512,63983484.791666664
2024-01-03 09:52:00,183.3689982096354,184.73300136990017,182.3816643608941,183.28800150553386,182.8064659966363,63992907.777777776
2024-01-03 09:53:00,183.36756070454916,184.7310638639662,182.37989353603786,183.28637650807698,182.80484528011746,64002330.76388889
2024-01-03 09:54:00,183.3661231994629,184.72912635803223,182.37812271118165,183.2847515106201,182.80322456359863,64011753.75
2024-01-03 09:55:00,183.36468569437662,184.72718885209827,182.3763518863254,183.28312651316324,182.8016038470798,64021176.73611111
2024-01-03 09:56:00,183.36324818929037,184.72525134616427,182.37458106146917,183.28150151570637,182.79998313056097,64030599.722222224
2024-01-03 09:57:00,183.3618106842041,184.7233138402303,182.37281023661296,183.27987651824952,182.79836241404215,64040022.708333336
2024-01-03 09:58:00,183.36037317911783,184.72137633429634,182.37103941175673,183.27825152079265,182.79674169752332,64049445.69444445
2024-01-03 09:59:00,183.35893567403158,184.71943882836237,182.3692685869005,183.27662652333578,182.79512098100452,64058868.68055555
2024-01-03 10:00:00,183.3574981689453,184.71750132242838,182.36749776204428,183.2750015258789,182.7935002644857,64068291.666666664
2024-01-03 10:01:00,183.35606066385904,184.7155638164944,182.36572693718804,183.27337652842203,182.79187954796686,64077714.652777776
2024-01-03 10:02:00,183.3546231587728,184.71362631056044,182.3639561123318,183.27175153096516,182.79025883144803,64087137.63888889
2024-01-03 10:03:00,183.35318565368652,184.71168880462648,182.3621852874756,183.2701265335083,182.7886381149292,64096560.625
2024-01-03 10:04:00,183.35174814860025,184.70975129869248,182.36041446261936,183.26850153605145,182.78701739841037,64105983.61111111
2024-01-03 10:05:00,183.350310643514,184.70781379275851,182.35864363776312,183.26687653859457,182.78539668189154,64115406.597222224
2024-01-03 10:06:00,183.34887313842773,184.70587628682455,182.35687281290691,183.2652515411377,182.7837759653727,64124829.583333336
2024-01-03 10:07:00,183.34743563334146,184.70393878089058,182.35510198805068,183.26362654368083,182.78215524885388,64134252.56944445
2024-01-03 10:08:00,183.34599812825522,184.7020012749566,182.35333116319444,183.26200154622396,182.78053453233508,64143675.55555555
2024-01-03 10:09:00,183.34456062316895,184.70006376902262,182.3515603383382,183.26037654876708,182.77891381581625,64153098.541666664
2024-01-03 10:10:00,183.34312311808267,184.69812626308865,182.349789513482,183.2587515513102,182.77729309929742,64162521.527777776
2024-01-03 10:11:00,183.34168561299643,184.6961887571547,182.34801868862576,183.25712655385334,182.7756723827786,64171944.51388889
2024-01-03 10:12:00,183.34024810791016,184.6942512512207,182.34624786376952,183.2555015563965,182.77405166625977,64181367.5
2024-01-03 10:13:00,183.33881060282388,184.69231374528673,182.3444770389133,183.25387655893962,182.77243094974094,64190790.48611111
2024-01-03 10:14:00,183.33737309773764,184.69037623935276,182.34270621405707,183.25225156148275,182.7708102332221,64200213.472222224
2024-01-03 10:15:00,183.33593559265137,184.6884387334188,182.34093538920084,183.25062656402588,182.76918951670328,64209636.458333336
2024-01-03 10:16:00,183.3344980875651,184.6865012274848,182.33916456434463,183.249001566569,182.76756880018445,64219059.44444445
2024-01-03 10:17:00,183.33306058247885,184.68456372155083,182.3373937394884,183.24737656911213,182.76594808366565,64228482.43055555
2024-01-03 10:18:00,183.33162307739258,184.68262621561686,182.33562291463215,183.24575157165526,182.76432736714682,64237905.416666664
2024-01-03 10:19:00,183.3301855723063,184.6806887096829,182.33385208977595,183.24412657419842,182.762706650628,64247328.402777776
2024-01-03 10:20:00,183.32874806722006,184.6787512037489,182.3320812649197,183.24250157674155,182.76108593410916,64256751.38888889
2024-01-03 10:21:00,183.3273105621338,184.67681369781494,182.33031044006347,183.24087657928467,182.75946521759033,64266174.375
2024-01-03 10:22:00,183.32587305704752,184.67487619188097,182.32853961520726,183.2392515818278,182.7578445010715,64275597.36111111
2024-01-03 10:23:00,183.32443555196127,184.672938685947,182.32676879035103,183.23762658437093,182.75622378455267,64285020.347222224
2024-01-03 10:24:00,183.322998046875,184.671001180013,182.3249979654948,183.23600158691406,182.75460306803384,64294443.333333336
2024-01-03 10:25:00,183.32156054178873,184.66906367407904,182.32322714063855,183.23437658945718,182.75298235151502,64303866.31944445
2024-01-03 10:26:00,183.32012303670248,184.66712616814507,182.32145631578234,183.2327515920003,182.75136163499621,64313289.30555555
2024-01-03 10:27:00,183.3186855316162,184.6651886622111,182.3196854909261,183.23112659454347,182.74974091847739,64322712.291666664
2024-01-03 10:28:00,183.31724802652994,184.6632511562771,182.31791466606987,183.2295015970866,182.74812020195856,64332135.277777776
2024-01-03 10:29:00,183.3158105214437,184.66131365034315,182.31614384121366,183.22787659962972,182.74649948543973,64341558.26388889
2024-01-03 10:30:00,183.31437301635742,184.65937614440918,182.31437301635742,183.22625160217285,182.7448787689209,64350981.25
